id,name,
213,Coconut_milk-flavored_crepes_with_shrimp_and_beef,
214,Small_steamed_savory_rice_pancake,
215,Glutinous_Rice_Balls,
216,loco_moco,
217,haupia,
218,malasada
219,laulau,
220,spam_musubi,
221,oxtail_soup,
222,adobo,
223,lumpia,
224,brownie,
225,churro,
226,jambalaya,
227,nasi_goreng,
228,ayam_goreng,
229,ayam_bakar,
230,bubur_ayam,
231,gulai,
232,laksa,
233,mie_ayam,
234,mie_goreng,
235,nasi_campur,
236,nasi_padang,
237,nasi_uduk,
238,babi_guling,
239,kaya_toast,
240,bak_kut_teh,
241,curry_puff,
242,chow_mein,
243,zha_jiang_mian,
244,kung_pao_chicken,
245,crullers,
246,eggplant_with_garlic_sauce,
247,three_cup_chicken,
248,bean_curd_family_style,
249,salt_&_pepper_fried_shrimp_with_shell,
250,baked_salmon,
251,braised_pork_meat_ball_with_napa_cabbage,
252,winter_melon_soup,
253,steamed_spareribs,
254,chinese_pumpkin_pie,
255,eight_treasure_rice,
256,hot_&_sour_soup,
